source,interaction,target
SIRT1,-1,TP53
NOL3,-1,FADD
NOL3,-1,FAS
NOL3,1,BAX
CDK1,1,CSNK2A1
KAT2A,1,SOCS1
MAPK1,1,GATA2
SRC,1,STAT3
PRKACA,-1,BAD
PTPN6,-1,STAT5A
FES,1,IRS2
PRKCZ,1,STAT6
PRKCZ,1,JAK1
FES,1,IRS1
JAK3,1,FES
CREBBP,1,STAT6
JAK1,1,FES
JAK1,1,STAT6
EP300,1,H3C13
LYN,1,IL5RA
EP300,1,STAT6
PTTG1,-1,ESPL1
PTPN11,-1,PTK2B
PRKCD,-1,STAT3
JAK1,1,BTK
TP73,1,CASP6
AKT1,-1,GSK3A
FBXO5,-1,CDC20
JAK1,1,IL7R
JAK1,1,STAT5A
CASP9,-1,LYN
CASP7,-1,LYN
JAK3,1,IL7R
JAK3,1,IRS1
PPP3R1,1,NFATC1
HDAC1,-1,NFE2L2
JAK1,1,SOCS3
JAK3,1,SOCS3
E2F4,-1,CDK1
JAK3,1,JAK1
JAK1,1,SYK
JAK3,1,IRS2
JAK3,1,STAT3
PTPN6,1,JAK3
MAPK1,-1,GAB2
MAPK3,-1,GAB2
LYN,1,MAPK3
MAPK1,1,LCK
CCNA2_CDK2,1,MYBL2
LCK,1,IL2RB
MYBL2,1,CDK1
JAK1,1,IL2RB
HDAC3,-1,H4C6
JAK3,1,STAT5A
JAK1,1,PIK3R1
IL2RG,1,PIK3R1
FYN,1,PIK3R1
LCK,1,PIK3R1
JAK1,1,PIK3R2
IL2RG,1,PIK3R2
FYN,1,PIK3R2
LCK,1,PIK3R2
MAPK1,1,GATA1
MAPK1,1,BCL2
MAPK3,1,BCL2
PTPN11,1,GAB2
MAPK3,1,GATA1
JAK2,-1,PPP2CA
PTPN11,1,STAT5A
NFE2L2,-1,CCL2
CASP8,1,TP63
CASP3,1,TP63
CASP8,1,TP73
CASP3,1,TP73
HIPK2,1,PML
PML,1,YAP1
SPHK2,-1,HDAC2
RNF168,1,H2AX
VDR,1,PLD1
SPHK2,-1,HDAC1
NCOR2,1,HDAC3
NCOR1,1,HDAC3
HDAC4,-1,CDKN1A
HDAC3,1,CDKN1A
HDAC3,-1,RELA
CDKN2D,1,CDK6
SP1,1,HDAC4
CREBBP,1,HNF1A
CDKN2C,1,CDK6
CDKN2D,1,CDK4
MYC,-1,CDKN2A
CDKN1A,-1,CCNA2_CDK2
CDKN2C,-1,CDK4
MYC,1,EIF4E
MYC,1,CUL1
AR,1,CFLAR
ATR,1,TP53
SP1,1,CDKN1A
KAT2B,1,HNF1A
AR,-1,CASP2
AR,1,CDKN1A
PSME3,-1,CDKN2A
MDM2,-1,TP53
SHC1,-1,FOXO3
AR,1,F2R
APEX1,1,EGR1
AR,1,FKBP5
AR,1,FGF8
PSME3,-1,NCOA3
TP53,1,CDKN1A
TP53,1,APAF1
MAPK3,1,SHC1
TP53,1,BAX
ATM,1,BRCA1
ATM,1,TP53
AR,1,KLK4
AR,1,MMP2
APEX1,1,FOS
TP53,1,GADD45A
E2F1,1,TP73
USP7,1,CLSPN
CHEK1,1,CDC25C
CHEK2,1,CDC25C
TP53,1,MSH2
TP53,1,PCNA
TP53,1,PADI4
BRCA1,1,RBBP8
ATM,1,CHEK2
GSK3B,-1,HSF1
GSK3B,-1,CREB1
UBE2I,-1,SOX4
SUMO1,1,UIMC1
SUMO1,1,SMAD4
IFIH1,-1,RIGI
UBE2I,1,SUMO1
PADI4,-1,H4C6
MAF,1,IL10
SUMO1,-1,SRF
FYN,-1,NFE2L2
CREBBP,1,RELA
HDAC3,-1,CREBBP
SUMO1,1,NRIP1
CREBBP,1,NFE2L2
SUMO1,1,TRAF6
MAF,1,NFE2L2
PPP1R1B,-1,PPP1CA
TRAF6,-1,MYB
SUMO2,1,RARA
ZFHX3,1,NEUROD1
NEUROD1,1,CDKN1A
ZBTB16,-1,CEBPA
NEUROD1,1,NTRK2
SUMO1,1,ZBTB16
PRKCG,-1,KEAP1
CDK2,-1,ZBTB16
ZBTB16,1,DUSP6
ZBTB16,-1,GFI1
CDK5,1,ATM
EP300,1,ZBTB16
CDK5,-1,CDK5R1
MYC,1,CAPN3
HUWE1,1,MYC
CDKN2A,-1,KAT5
CDKN2A,-1,CDK6
NPM1,-1,CDKN2A
AKT1,1,NUAK1
MCPH1,1,ATM
CDKN2A,-1,HUWE1
CCNA2_CDK2,1,RBBP8
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,TP53
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,CDKN1B
ATR,1,UIMC1
AKT1,1,XIAP
CCNA2_CDK2,1,ATRIP
ATF1,1,SH3RF1
BAZ1B,1,H2AX
IRS1,1,ATM
HNRNPK,1,MDM2
PPP1CA,1,HDAC1
PPP1CA,1,RB1
MDM2,-1,HNRNPK
KMT2A,1,CDKN2C
KMT2A,1,CDKN1B
PAK2,1,ABL1
JUN,1,CGA
CYCS,1,APAF1
EGR1,1,DUSP1
EGR1,1,DUSP4
GNAI1,1,MMP2
ABL1,1,PRKD1
DTL,-1,KMT5A
ABL1,-1,PLCG1
TCL1A,1,AKT3
FOXO1,1,EIF4EBP1
AKT3,-1,AKT1S1
GNA11,-1,PIK3CA
FOXO1,1,CDKN2B
GNRHR,1,GNAS
FOXO1,1,CDKN1B
GNRHR,1,GNA11
ABL1,-1,MDM4
FOXO1,1,CAV1
GNRHR,1,GNAI1
ABL1,1,NCOA3
ABL1,1,NEDD9
ABL1,1,NFKBIA
ABL2,1,NFKBIB
ABL1,1,MUC1
ABL1,-1,MYOD1
ABL1,1,NCK1
STK38,-1,MAP3K1
FOXM1,1,SKP2
PRKCD,1,ADCY5
FOXM1,1,MYC
FOXM1,1,MMP2
ABL1,1,HSPA1A
PRKCE,1,ADCY5
ABL1,1,JAK2
ABL1,1,JUN
ABL1,1,IRS1
ABL1,1,MAP3K1
ABL1,-1,MDM2
FOXO1,1,ANGPT2
FOXM1,1,FOS
FOXM1,1,ESR1
TP53,1,LATS2
ABL1,1,ERCC6
ABL1,1,ESR1
ABL1,1,RACK1
AURKA,-1,PPP1R1B
FOXM1,1,LAMA4
ABL1,-1,GRB2
ABL1,1,ARHGAP35
FOS,1,CGA
ABL1,1,EGFR
FOXM1,1,CKS1B
ABL1,1,DNM2
ABL1,-1,DDB2
ABL2,1,CTTN
AURKB,1,INCENP
ABL1,1,CTTN
CDK1,1,FOXM1
GNRHR,1,CTNNB1
CREB1,1,FST
ABL1,1,EPHB2
FOXM1,1,BMI1
PRKCD,1,ELAVL1
ABL1,1,CD19
ELAVL1,1,IL13
ABL1,1,CBL
FOXM1,1,BIRC5
ERBB4,1,ESR1
FOXM1,1,CCND1
ESR1,1,CXCL12
PGR,1,ESR1
ABL1,1,CAV1
ERBB4,1,BAK1
ESR1,1,CRH
HRAS,1,SHC1
RAF1,-1,STK4
HDAC6,-1,ELAVL1
GNRHR,1,APBA1
ELAVL1,1,DUSP1
ESR1,1,GREB1
ELAVL1,1,TRIB3
ABL1,-1,CRK
ABL1,1,CRKL
ELAVL1,1,ERBB2
ATM,1,RAD50
ABL1,1,CTNND1
ELAVL1,1,CXCL8
ELAVL1,1,VEGFA
ELAVL1,1,PTGS2
ELAVL1,-1,BRCA1
FOXL2,1,IFNL1
FOXL2,1,CCL3L1
SRC,1,HNRNPK
FOXL2,1,TNFAIP3
FOXL2,1,IER3
FOXL2,1,PPARGC1A
FOXL2,1,SIRT1
CCNA2_CDK2,1,FOXM1
FOXL2,1,PTGS2
SP1,1,MDC1
CHFR,-1,PLK1
FOXL2,1,CCL3
FOXL2,1,IL11
STK4,1,FOXO3
ATM,1,TOPBP1
KMT2A,1,FOXC2
KMT2A,1,FOXC1
KMT2A,1,MYC
SP1,1,TBX21
SP1,1,PKD1
FOXL2,-1,AMH
ELAVL1,1,MDM2
ELAVL1,1,EIF4E
FOXL2,1,FOS
PPP1CB,1,TRIM28
SP1,1,PROS1
PTEN,-1,SP1
ING1,1,HDAC1
MAPK14,-1,NFE2L2
EZH2,-1,BRCA1
EZH2,-1,ADRB2
AURKB,-1,BIRC5
NEK2,1,CTNNB1
EZH2,-1,CDKN2A
EZH2,-1,CDKN2B
EZH2,-1,CDH1
AURKB,1,RACGAP1
NEK2,1,NEK11
AURKB,1,GFAP
ABL1,1,TRIP10
SRC,1,PIK3CA
MMP2,1,EGFR
ABL1,1,TUB
SP1,1,CCL5
ABL1,1,STAT6
ABL1,1,STAT5A
ABL1,1,STAT3
ABL1,1,SOS1
SRC,1,SORBS1
ABL1,1,SORBS1
PPARA,1,ACOX1
ABL2,1,RIN1
CARM1,1,PPARG
ABL1,1,SHC1
TTI1,1,MTOR
ABL1,-1,RB1
SP1,1,VEGFA
ABL1,1,RIN1
SP1,1,BIRC5
SP1,1,EZR
SP1,1,KCTD10
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,ULK1
ELAVL1,1,CSF1R
TP53,1,TNFRSF10B
MTOR,1,TRIM24
TP53,1,XPC
ABL1,1,PXN
TP53,1,GDF15
ABL1,1,RAPGEF1
SMAD2,1,SP1
SP1,1,COL1A1
SP1,1,ADAM17
ABL1,1,PTPN11
TP53,-1,BIRC3
ABL1,1,PTPN6
ABL1,1,PSTPIP1
AR,1,JUN
AR,1,KRT18
MAPK1,-1,CDK1
GSK3B,-1,CDK1
SRC,1,AR
PKMYT1,-1,CDK1
ESR1,1,CCND1
ESR1,1,MYC
ESR1,1,HSPA8
ESR1,1,NME1
ESR1,1,GATA3
EGFR,1,STAT5A
EGFR,1,CCND1
STAT5A,1,AURKA
ERBB4,1,STAT5A
HSPB2,-1,MAPK8
ERBB2,1,PTGS2
EGFR,1,E2F1
E2F1,-1,MYBL2
EGFR,1,PCNA
EGFR,1,PRKDC
ERBB2,-1,CDK1
ERBB4,-1,MDM2
TRIM25,1,IFIH1
TNFAIP3,-1,TBK1
TRIM25,1,RIGI
TNFAIP3,-1,IKBKE
AKT1,-1,TSC1
TGFBR2,1,SMAD2
TGFBR1,1,SMAD3
TGFBR1,1,SMAD2
AKT1,1,SMAD3
TGFBR2,1,SMAD3
STAT3,1,HSP90AA1
LATS1,1,YAP1
STK3,1,LATS2
HSP90AA1,1,AKT1
HSP90AA1,1,RAF1
RASSF1,1,STK3
STK3,1,LATS1
HSP90AA1,1,MYOD1
SRC,1,CAV1
ATM,1,RASSF1
HSP90AA1,1,SRC
ESR1,1,RARA
HSP90AA1,1,FANCC
DNAJB1,-1,HSF1
HSF1,1,HSPA1B
HDAC6,1,HSP90AA1
HSPB2,-1,CASP3
HSP90AA1,1,BCL2
CEBPB,1,HSP90AA1
MAPKAPK3,1,HSPB2
MAPKAPK2,1,HSPB2
HSPB2,1,AKT1
AKT1,-1,HSPB1
HSPB2,1,AKT3
AKT3,-1,HSPB1
HSPB1,-1,NFKBIA
HSPB6,-1,PPP1R1B
MAPKAPK3,1,HSPB1
STAT3,1,HSP90AB1
MAPK14,-1,MAPK1
FANCC,-1,EIF2AK2
MAPK14,-1,MAPK3
CEBPB,1,STAT3
MAP2K2,1,MAPK6
ARAF,1,MAP2K2
BRAF,1,MAP2K1
RAF1,1,MAP2K2
BRAF,1,MAP2K2
MAPK1,-1,BRAF
ARAF,1,MAPK1
ARAF,1,MAP2K1
MAPK1,1,RAF1
MAPK3,1,RAF1
FLI1,1,BCL2
MAP2K2,1,MAPK1
MAPK3,1,RPS6KA1
RPS6KA1,-1,BAD
MIR155HG,-1,FADD
MIR155HG,-1,RIPK1
STAT5A,1,BCL2L1
MIR155HG,-1,IKBKE
ARAF,1,MAPK3
MAPK3,-1,BRAF
UBE2N,1,TRAF2
UBE2N,1,TRAF6
TRAF2,1,BIRC3
COPS5,1,FOS
COPS5,1,NCOA1
ERCC6,1,MAPK8
PRKDC,1,MAPK8
TP53,1,HRAS
RIN1,1,KRAS
MAPK8,1,SP1
SP1,1,LAT
SP1,1,IL10
ATR,1,SP1
MIR155HG,-1,TP53INP1
CREB1,1,CD2AP
SP1,1,CD2AP
ATM,1,HERC2
HERC2,1,RNF168
HERC2,1,RNF8
HIC1,1,SIRT1
CHEK1,1,FANCL
PRKDC,1,HERC2
ATR,1,HERC2
SMARCA4,1,XPC
XPC,1,SMARCA4
DDB2,1,XPC
PAX5,-1,PDCD1
ABL1,1,CASP9
SPI1,1,ITGAM
FOXO3,1,RBL2
FOXO3,1,PIK3CA
SPI1,1,ITGB2
SPI1,1,CSF1
PKN2,1,CDC25B
FOXO3,-1,ID1
PLK1,1,ECT2
FOXO3,1,ESR1
ETS2,1,CDKN2A
ABL1,1,APBB1
ABL1,1,BCAR1
CCND3,1,CDK4
PAX5,1,CD19
ABL1,1,BCR
PAX5,-1,CSF1R
ABL1,-1,BTK
ABL1,1,CDK5
FOXO3,1,CDKN2D
SRC,1,ABL2
FOXO3,1,CDKN2B
FOXO3,1,DUSP6
HCK,1,ABL2
FOXO3,1,DUSP5
ABL1,1,ABL2
FOXO3,1,BCL6
FOXO3,1,CDKN1A
ABL1,1,ABI1
AKT1,1,TOPBP1
SRC,1,ABL1
HCK,1,ABL1
UBE2I,-1,SOX3
CCNA2_CDK2,-1,APC
FOXO3,1,TNFSF10
PLK1,-1,CHEK2
RASSF1,-1,CDC20
AURKA,-1,RASSF1
NOD1,1,MAPK8
UBE2I,1,RANGAP1
RANBP2,1,RANGAP1
UBE2I,1,UIMC1
ZBTB16,1,IL3RA
UBE2I,-1,PPARG
RUNX1,1,CSF1R
RUNX1,-1,MIR17HG
MIR17HG,-1,RUNX1
RUNX1,1,IL3
PAX5,1,BLK
CEBPA,1,ELANE
EP300,1,TP63
RUNX1,1,BLK
OTUB1,-1,TRAF6
CEBPA,1,CSF2RA
TP63,1,FAS
CEBPA,1,CD14
RUNX1,1,ELANE
OTUB1,-1,UBE2N
RUNX1,1,CSF2RA
OTUB1,-1,RNF168
GATA1,-1,SPI1
STAT3,1,SPI1
CEBPA,1,SPI1
CSF3,1,CSF3R
SPI1,1,CSF3
SPI1,1,CSF2
CSF2,1,CSF2RA
CEBPA,1,CSF1R
CEBPA,1,CSF3R
ATM,1,EIF4EBP1
EEF1E1,1,ATR
EEF1E1,1,ATM
PARP1,1,MRE11
PRKDC,1,VCP
PPM1D,1,TP53
HGF,1,MET
MET,1,SHC1
H3C13,1,TP53BP1
ATM,1,AKT1
H3-4,1,TP53BP1
PPM1D,-1,CHEK1
BRCA1,1,GADD45A
GADD45A,1,MAP2K4
AKT1,1,MDM2
BCL2,-1,XRCC6
TP53,1,BTG2
BTG2,-1,CCND1
AKT1,-1,GSK3B
AKT1,-1,RAF1
GSK3B,1,CYCS
YY1,-1,FAS
MAPK1,-1,CASP9
JUNB,-1,BCL2
EGFR,1,MAP2K1
PSIP1,1,HSPB1
JUNB,1,EGFR
TNF,1,PSIP1
JUNB,-1,BCL2L1
RARA,1,CASP9
TRIM28,-1,CDKN1A
KAT5,1,PRKDC
BAD,1,CYCS
BAK1,1,CYCS
BAK1,1,DIABLO
BAX,1,HTRA2
TRIM28,-1,GADD45A
TRIM28,-1,BAX
IKBKE,1,IRF3
CASP3,-1,PSIP1
KEAP1,-1,NFE2L2
CASP3,-1,PARP1
STAT3,1,BCL2L1
STAT3,1,BCL2
MAPK1,1,STAT3
STAT3,1,RELA
BAX,1,CYCS
BIRC5,-1,CASP3
BIRC5,-1,CASP7
PML,1,TOPBP1
RB1,-1,E2F3
RB1,-1,E2F2
BLM,1,TP53
PPARG,1,CDKN1A
TNF,1,TNFRSF1B
TNFRSF1B,1,TRAF2
CDK1,1,EIF4G2
EIF4G2,1,BCL2
BTRC,-1,WEE1
PRKDC,1,H2AX
MAPK14,1,CSNK2A1
CCR6,1,MMP9
HSF1,1,HDAC1
HSF1,1,HDAC2
ERCC5,1,PCNA
HNRNPK,-1,AR
HNRNPK,1,CDKN1A
HNRNPK,1,MYC
HNRNPK,1,EIF4E
STXBP4,-1,YAP1
EGR1,1,CDKN1A
EGR1,1,FASLG
EGR1,1,PPARG
EGR1,1,EGFR
TP53,1,FBXW7
KMT2A,1,HOXA10
TP53,1,DUSP5
DUSP5,-1,MAPK3
PAX6,1,MAF
PAX6,1,SIX3
ATR,1,BRCA1
MEIS2,1,PAX6
ATR,1,CHEK1
TP53,1,DUSP1
MAP3K4,1,MAP2K6
XRCC6,-1,BAX
MCPH1,1,E2F1
MAP3K4,1,MAP2K4
PARP1,1,H1-2
CSNK1A1,1,TP53
PML,1,CSNK1A1
DAPK1,1,PKM
CDC25A,1,CDK2
MYC,1,CDC25A
XIAP,-1,CASP3
BAX,1,APAF1
BIRC3,-1,CASP3
XIAP,-1,CASP9
TP53,1,TRAF4
BRCA1,1,NFE2L2
UBE2N,1,PCNA
GRB2,1,RHOU
EGR1,1,TGFB1
EGR1,1,PDGFB
EGR1,1,PDGFA
EGR1,1,IGF2
AURKA,-1,TP53
TP53BP1,1,TP53
MYC,1,CCND2
E2F1,1,CHEK1
MYC,1,CDK4
SP1,1,IER3
TP53,-1,IER3
PRKDC,-1,H1-2
EGR1,1,TP53
EGR1,1,PTEN
H2AX,1,MCPH1
MCPH1,1,BRCA1
ATR,1,RAD1
TP53,1,PIDD1
TP53,1,FAS
H4C6,1,TP53BP1
FAS,1,FADD
FASLG,1,FAS
TNFSF10,1,TNFRSF10B
TNFSF10,1,TNFRSF10A
TP53,1,DDB2
TNFRSF10B,1,FADD
TNFRSF1A,1,RIPK1
TNFRSF1A,1,TRADD
SPI1,-1,TAL1
SPI1,1,VAV1
SPI1,1,PRTN3
TRADD,1,FADD
TRADD,1,TRAF2
TNF,1,TNFRSF1A
BIRC2,-1,CASP9
TNFAIP3,-1,TRADD
TWIST1,-1,CDKN2A
BLVRA,1,JUN
BTRC,-1,GLI2
TAF1,1,CDKN1B
BLVRA,1,PRKCB
INSR,1,IRS1
BLVRA,1,ATF2
HDAC1,1,GLI2
ITCH,-1,GLI1
PPARGC1A,1,GABPA
RPS6KA2,-1,BAD
MTOR,1,RPS6KA2
RPS6KB1,-1,MDM2
PIM1,-1,BAD
GLI2,1,GLI1
PTCH1,-1,SMO
GLI1,1,CDK2
CHEK2,1,BRCA1
RBBP8,1,MRE11
MRE11_NBN_RAD50,1,RBBP8
CDK5,1,HTT
TOPBP1,-1,E2F1
MAP2K3,1,MAPK14
UBE2N,1,H2AX
DDIT3,-1,BCL2
GNRHR,-1,TIMP1
MAP3K5,1,MAP2K3
TDG,-1,DNMT3A
DNMT3A,1,TDG
PPP2CA,-1,ATM
UBE2I,-1,TDG
STK36,1,GLI1
STK36,1,GLI2
SUFU,1,GLI1
HSPB6,1,AKT1
HSPA1A,-1,APAF1
MAP2K1,1,MAPK6
GLI1,1,PTCH1
DUSP6,-1,MAPK6
GADD45A,-1,MAPK14
MAPK14,-1,PRKACA
BARD1,1,BRCA1
CASP9,1,CASP3
TCL1A,1,AKT1
GNRHR,-1,TIMP3
CASP2,1,CASP8
GNRHR,1,MMP14
GNRHR,-1,MMP9
EIF2AK3,-1,APAF1
SRC,1,CDC42
SRC,1,HRAS
CDC42,1,MAP3K1
MAP3K1,1,MAP2K4
MAP3K1,1,MAP2K7
FUS,-1,BCL2L1
MAPK8,-1,BCL2L1
FUS,-1,BCL2
TRAF3,-1,MAP3K14
NLRP1,1,CYCS
XIAP,-1,CASP7
KAT5,1,ATM
ERN1,1,MAPK8
MAPK8,-1,CFLAR
ATF4,1,FUS
RPS6KB1,-1,BAD
TYK2,1,STAT1
EP300,1,STAT3
EP300,1,STAT5A
PIAS1,1,STAT1
CASP8,-1,RIPK1
JAK1,1,STAT1
MAPK8,1,STAT1
MAPK9,1,STAT1
CDK1,1,BAD
CASP8,1,PAK2
PIAS1,1,GLI2
CDKN1A,-1,CCND3
RCHY1,-1,CDKN1B
CDKN1B,-1,CCND3
GSK3B,1,CEBPA
RAC1,1,STAT3
N4BP1,-1,ITCH
ITCH,-1,TP63
USP7,1,TP53
FBXW7,-1,NOTCH4
FBXW7,-1,AURKA
MAP2K7,1,MAPK8
PIAS4,1,BRCA1
CDK1,-1,ESPL1
CKS1B,1,CDK1
MAPK14,1,PPP1R15A
MAPK14,1,DDIT3
CCND2,1,CDK6
CCND3,1,CDK6
CCND1,1,CDK4
TP53BP2,1,TP53
CCND2,1,CDK4
AKT1,-1,CASP9
CCND1,1,CDK6
PIAS1,1,GLI1
HUWE1,-1,TP53
RCHY1,-1,TP53
WRAP53,1,TP53
RCHY1,-1,HDAC1
AKT1,-1,BAD
PDK1,1,AKT1
CASP12,1,CASP9
MAPK8,-1,BAD
DAAM1,1,PFN1
RAC1,1,SET
AKT1,-1,PTEN
RARA,1,RARG
DAB2,-1,AXIN1
AKT1,1,CREB1
DAB2,-1,PPP1R2
MAPK8,1,BID
SH3GLB1,1,BAX
SH3GLB1,1,BAK1
WNT5A,1,ROR2
CDKN2A,-1,MDM2
FBXW7,-1,NCOA3
ARHGEF2,1,RHOA
DAAM1,1,RHOA
DVL2,1,ARRB2
ROCK1,-1,PPP1CA
MARK2,1,DVL3
BRCA1,-1,ABL1
ETS1,1,NMI
PRKCA,1,RAF1
PAK1,1,CTNNB1
CFLAR,-1,CASP8
CDC42,1,PAK1
RAC1,1,PAK1
ATR,1,H2AX
RARB,1,RXRG
BAX,1,DIABLO
PDK1,1,PAK1
CASP12,1,CASP7
RARB,1,RARG
CDK5,-1,PAK1
BAX,1,CASP12
ERBB2,1,PAK1
AKT1,1,IKBKB
CDK2,-1,PAK1
MDM2,-1,TP63
CHEK2,1,E2F1
FBXW7,-1,PPARGC1A
FBXW7,-1,JUN
FBXW7,-1,TP63
WWOX,-1,DVL2
RXRG,1,RARA
RARA,1,BTG2
RARA,1,IER3
ARHGEF7,1,RAC1
ARHGEF7,1,CDC42
MMP14,-1,PTK7
APAF1,1,CASP9
FADD,1,CASP8
RIPK1,1,CHUK_IKBKB_IKBKG
SOX10,1,RET
RAC2,1,PAK3
SOX10,1,PDGFRA
ARHGEF6,1,PAK1
PAK1,1,ARHGEF7
PAK1IP1,-1,PAK1
SOX10,1,EDNRB
RAC2,1,PAK1
RHOU,1,PAK1
GRB2,1,PAK1
NCK1,1,PAK1
SPI1,1,ELANE
CSNK1E,-1,CDC25A
SPI1,1,CSF1R
DAPK1,1,MARK1
SOX10,1,SOX6
DAPK1,1,MARK2
DAPK1,-1,PIN1
NOTCH1,1,RBPJ
CRKL,1,MAP4K1
JUN,1,SMAD4
SMAD3,1,JUN
ARHGAP32,1,CDC42
PTPN6,-1,TRAF3
NCOA2,1,AR
PRKCQ,1,CHUK
PTPRC,-1,LYN
EGFR,1,STAT1
LCK,1,CBL
JAG1,1,NOTCH2
JAG1,1,NOTCH3
F2R,1,GNA13
FZD8,1,LRP5
FZD8,1,LRP6
CBL,-1,PLCG1
ATG3,1,GABARAP
CBL,-1,PIK3R2
CBL,-1,PIK3R1
ATG3,1,GABARAPL2
IL6ST,1,SHC1
CBL,-1,KIT
ABRAXAS1,1,BRCA1
PPP2CA,-1,MAP3K7
YAP1,1,SMAD7
SHC1,1,INPP5D
WNT4,1,FZD6
PTK2B,-1,PXN
MAPK8,1,H2AX
JAG2,1,NOTCH2
JAG2,1,NOTCH3
DAXX,1,TGFBR2
AXIN1,1,MAP3K1
AXIN1,1,MAP3K4
FRS2,1,PTPN11
WNT1,1,LRP6
WNT1,1,RYK
IL6,1,IL6R
VAV1,1,PRKCQ
KMT2A,1,KAT8
SUFU,1,STK36
BTRC,-1,NFKBIA
BTRC,-1,NFKB1
BTRC,-1,NFKBIB
CD247,1,ZAP70
GABARAPL1,1,SQSTM1
NFKB1,1,RELA
LYN,1,PLCG2
DUSP16,-1,MAPK14
MAX,1,MGA
TRIM27,1,STK38L
SYK,1,VAV2
VAV1,1,SYK
ITCH,1,NOTCH1
CRKL,1,RAPGEF1
ULK1,-1,ATG4B
SMO,1,ARRB2
SMAD3,1,NOTCH1
CARD11,1,MALT1
PLCG1,1,VAV3
CBLC,-1,EGFR
ROR2,1,FLNA
SRF,1,PTGS2
FYN,1,ZAP70
CRKL,1,NEDD9
NEDD9,1,CRKL
LYN,1,PTK2
CD3E,1,NCK1
CRKL,1,BCAR1
BCAR1,1,CRKL
CRK,1,BCAR1
CTNNB1,1,LEF1
ABI1,1,CBL
LCP2,1,PLCG1
ATF2,1,JUN
ERBB2,1,PIK3R1
NUMB,1,ITCH
IKBKG,1,CHUK
FRS2,1,GRB2
CTNND1,1,CDH1
CDH1,1,CTNNA1
CTNND2,1,CDH2
CDH2,1,CTNNB1
FOS,1,JUN
PTPN22,-1,CBL
SMAD3,1,AR
TGFBR1,1,PIK3R1
TGFBR2,1,PIK3R1
CTNNB1,1,TCF7
DAB2,1,SMAD2
DKK1,1,KREMEN1
TANK,1,TBK1
DAB2,-1,DVL3
NOTCH1,1,LEF1
SMAD7,1,SMURF2
GIT1,1,PLCG1
NOTCH3,1,RBPJ
NR2C2,1,AR
LAT,1,PLCG1
MAML2,1,NOTCH4
MAML2,1,NOTCH3
MAML2,1,NOTCH2
MAML2,1,NOTCH1
SH2B2,1,CBL
TLE1,1,SIX3
SMAD3,1,SMAD4
SMAD3,-1,RUNX2
MAP1LC3B,1,SQSTM1
WNT2,1,FZD1
WNT5A,1,FZD1
IKBKG,1,NFKBIA
IKBKG,1,NFKBIB
DTX1,1,NOTCH1
TCL1A,1,AKT2
CBLB,-1,KIT
LAT,1,VAV1
PTK2B,1,GRB2
FZD4,1,DVL2
MAPK14,1,RPS6KA5
PTPN12,-1,PSTPIP1
GRB2,1,GAB2
TRADD,1,TRAF1
DKK1,1,KREMEN2
RYK,1,FZD8
IL1R1,1,IRAK1
NCOR2,1,AR
KIT,1,STAT1
TANK,-1,TRAF2
SRC,1,PTK2B
PSEN1,1,NOTCH1
CRK,1,CBL
DVL3,1,FRAT1
SKIL,1,SMAD2
SKIL,1,SMAD3
SKIL,1,SMAD4
NCOA2,1,PPARG
IL4R,1,IRS2
PRKCQ,1,IKBKB
SOCS3,-1,IL6ST
HDAC9,-1,MEF2C
SMAD6,1,TGFBR1
TRAF6,1,MALT1
ARHGAP31,-1,RAC1
SMAD1,1,DVL1
SMAD3,1,ESR1
DVL1,1,SMAD3
EP300,1,SMAD7
PSEN1,1,NOTCH3
PTPN11,1,STAT3
TRAF6,-1,ECSIT
IL2,1,IL2RG
IL2,1,IL2RB
CBLB,-1,SHC1
STUB1,-1,AR
MET,1,GAB1
KIT,1,STAP1
TNFRSF1A,1,TRAF2
VPS39,-1,SMAD4
NOTCH1,1,SNW1
IL2RB,1,SHC1
BRIP1,1,BRCA1
PPM1D,-1,TP53BP1
MAP3K1,1,MAP2K1
IRAK1,1,PELI1
SRC,1,GAB2
CHUK,1,IKBKB
AR,1,CTNNB1
KAT2B,1,NOTCH1
ICOS,1,PIK3R1
MAP3K7,1,CHUK
CRK,1,RAPGEF1
BTRC,-1,SMAD3
BTRC,-1,SMAD4
PSEN1,1,NOTCH2
FYN,1,CBL
VAV1,1,MAPK1
ERBIN,1,SMAD3
ERBIN,1,SMAD2
CD19,1,VAV1
KIT,1,GRB7
UIMC1,1,BRCA1
EGFR,1,PIK3R1
TGFBR2,1,ZFYVE9
EGFR,1,PLCG1
GABARAPL2,1,SQSTM1
TAX1BP1,1,TNFAIP3
YY1,-1,NOTCH1
RAC1,1,PAK2
MAPK1,-1,EGFR
PRKCA,-1,EGFR
SHC1,1,GRB2
RYK,1,DVL1
SHC1,1,SOS1
KAT2B,1,AR
IL4R,1,IRS1
RELA,-1,NCOR2
RELA,-1,NFKBIA
CD4,1,LCK
EGFR,1,PTPN1
PTPN6,-1,EGFR
MAPK1,-1,NR2C1
SOCS1,1,JAK1
